10.68	0.0336172	9.77638	9.81
10.704	0.122377	9.68762	9.81
10.728	0.266533	9.54346	9.80999
10.752	0.465977	9.34399	9.80997
10.776	0.72044	9.0895	9.80993
10.8	1.02938	8.78049	9.80987
10.824	1.39184	8.41792	9.80977
10.848	1.80628	8.00333	9.80961
10.872	2.27037	7.53901	9.80938
10.896	2.78082	7.02825	9.80907
10.92	3.33313	6.47553	9.80866
10.944	3.92145	5.8867	9.80815
10.968	4.53837	5.26916	9.80752
10.992	5.17486	4.63193	9.80678
11.016	5.82022	3.98571	9.80593
11.04	6.4622	3.34278	9.80498
11.064	7.08719	2.71677	9.80396
11.088	7.68059	2.12232	9.80291
11.112	8.2273	1.57456	9.80186
11.136	8.71234	1.08853	9.80087
11.16	9.12158	0.678414	9.79999
11.184	9.44246	0.356816	9.79927
11.208	9.66474	0.134021	9.79876
11.232	9.78113	0.0173623	9.79849
11.256	9.78772	0.0107476	9.79847
11.28	9.68432	0.1144	9.79872
11.304	9.47436	0.324842	9.7992
11.328	9.16476	0.63513	9.7999
11.352	8.76546	1.0353	9.80076
11.376	8.28875	1.51299	9.80174
11.4	7.74863	2.05415	9.80278
11.424	7.16001	2.64383	9.80384
11.448	6.53801	3.26685	9.80486
11.472	5.89732	3.9085	9.80582
11.496	5.25168	4.555	9.80669
11.52	4.61354	5.1939	9.80744
11.544	3.99378	5.81431	9.80808
11.568	3.40162	6.40699	9.80861
11.592	2.84467	6.96435	9.80903
11.616	2.32896	7.48038	9.80935
11.64	1.85914	7.95044	9.80958
11.664	1.43864	8.37111	9.80975
11.688	1.06987	8.73999	9.80986
11.712	0.754483	9.05545	9.80993
11.736	0.493479	9.31649	9.80997
11.76	0.287446	9.52254	9.80999
11.784	0.13668	9.67331	9.80999
11.808	0.0413026	9.76869	9.81
11.832	0.00135056	9.80865	9.81
11.856	0.0168301	9.79317	9.81
11.88	0.0877397	9.72226	9.81
11.904	0.214061	9.59593	9.80999
11.928	0.395717	9.41426	9.80998
11.952	0.632503	9.17745	9.80995
11.976	0.92398	8.88592	9.80989
12	1.26934	8.54046	9.8098
